tick,timestamp,node_id,node_type,disrupted,mode,available_supply,production_capacity,mortality_rate,processing_capacity,output_stock,inventory_level,pending_shipments,retail_inventory,safety_stock,stockout_flag,shortage_duration,sales_rate,reorder_request,scenario_id
44,2026-01-15 17:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.25,10.77,0.0,8
45,2026-01-15 17:15,supplier_1,supplier,0,reactive,867.64,,,,,,,,,,,,,8
45,2026-01-15 17:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
45,2026-01-15 17:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,90.84,,,,,,,,,8
45,2026-01-15 17:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
45,2026-01-15 17:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.5,10.77,0.0,8
46,2026-01-15 17:30,supplier_1,supplier,0,reactive,866.89,,,,,,,,,,,,,8
46,2026-01-15 17:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
46,2026-01-15 17:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,101.83,,,,,,,,,8
46,2026-01-15 17:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
46,2026-01-15 17:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,11.75,10.77,0.0,8
47,2026-01-15 17:45,supplier_1,supplier,0,reactive,865.88,,,,,,,,,,,,,8
47,2026-01-15 17:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
47,2026-01-15 17:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,113.3,,,,,,,,,8
47,2026-01-15 17:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
47,2026-01-15 17:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,12.0,10.77,0.0,8
48,2026-01-15 18:00,supplier_1,supplier,0,reactive,864.88,,,,,,,,,,,,,8
48,2026-01-15 18:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
48,2026-01-15 18:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,387.0,111.07,,,,,,,,,8
48,2026-01-15 18:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
48,2026-01-15 18:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,12.25,10.77,0.0,8
49,2026-01-15 18:15,supplier_1,supplier,0,reactive,864.28,,,,,,,,,,,,,8
49,2026-01-15 18:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
49,2026-01-15 18:15,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,121.79,,,,,,,,,8
49,2026-01-15 18:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
49,2026-01-15 18:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,12.5,10.77,0.0,8
50,2026-01-15 18:30,supplier_1,supplier,0,reactive,863.59,,,,,,,,,,,,,8
50,2026-01-15 18:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
50,2026-01-15 18:30,slaughterhouse_1,slaughterhouse,0,reactive,,,,387.0,132.61,,,,,,,,,8
50,2026-01-15 18:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
50,2026-01-15 18:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,12.75,10.77,0.0,8
51,2026-01-15 18:45,supplier_1,supplier,0,reactive,862.38,,,,,,,,,,,,,8
51,2026-01-15 18:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
51,2026-01-15 18:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,46.89,,,,,,,,,8
51,2026-01-15 18:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
51,2026-01-15 18:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,13.0,10.77,0.0,8
52,2026-01-15 19:00,supplier_1,supplier,0,reactive,861.69,,,,,,,,,,,,,8
52,2026-01-15 19:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
52,2026-01-15 19:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,49.85,,,,,,,,,8
52,2026-01-15 19:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
52,2026-01-15 19:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,13.25,10.77,0.0,8
53,2026-01-15 19:15,supplier_1,supplier,0,reactive,861.02,,,,,,,,,,,,,8
53,2026-01-15 19:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
53,2026-01-15 19:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,53.09,,,,,,,,,8
53,2026-01-15 19:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
53,2026-01-15 19:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,13.5,10.77,0.0,8
54,2026-01-15 19:30,supplier_1,supplier,0,reactive,859.73,,,,,,,,,,,,,8
54,2026-01-15 19:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
54,2026-01-15 19:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,56.17,,,,,,,,,8
54,2026-01-15 19:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
54,2026-01-15 19:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,13.75,10.77,0.0,8
55,2026-01-15 19:45,supplier_1,supplier,0,reactive,859.12,,,,,,,,,,,,,8
55,2026-01-15 19:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
55,2026-01-15 19:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,58.96,,,,,,,,,8
55,2026-01-15 19:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
55,2026-01-15 19:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,14.0,10.77,0.0,8
56,2026-01-15 20:00,supplier_1,supplier,0,reactive,857.93,,,,,,,,,,,,,8
56,2026-01-15 20:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
56,2026-01-15 20:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,48.35,,,,,,,,,8
56,2026-01-15 20:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
56,2026-01-15 20:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,14.25,10.77,0.0,8
57,2026-01-15 20:15,supplier_1,supplier,0,reactive,856.78,,,,,,,,,,,,,8
57,2026-01-15 20:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
57,2026-01-15 20:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,51.23,,,,,,,,,8
57,2026-01-15 20:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
57,2026-01-15 20:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,14.5,10.77,0.0,8
58,2026-01-15 20:30,supplier_1,supplier,0,reactive,856.27,,,,,,,,,,,,,8
58,2026-01-15 20:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
58,2026-01-15 20:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,54.38,,,,,,,,,8
58,2026-01-15 20:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
58,2026-01-15 20:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,14.75,10.77,0.0,8
59,2026-01-15 20:45,supplier_1,supplier,0,reactive,855.14,,,,,,,,,,,,,8
59,2026-01-15 20:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
59,2026-01-15 20:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,57.36,,,,,,,,,8
59,2026-01-15 20:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
59,2026-01-15 20:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,15.0,10.77,0.0,8
60,2026-01-15 21:00,supplier_1,supplier,0,reactive,854.2,,,,,,,,,,,,,8
60,2026-01-15 21:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
60,2026-01-15 21:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,46.92,,,,,,,,,8
60,2026-01-15 21:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
60,2026-01-15 21:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,15.25,10.77,0.0,8
61,2026-01-15 21:15,supplier_1,supplier,0,reactive,853.37,,,,,,,,,,,,,8
61,2026-01-15 21:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
61,2026-01-15 21:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,50.05,,,,,,,,,8
61,2026-01-15 21:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
61,2026-01-15 21:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,15.5,10.77,0.0,8
62,2026-01-15 21:30,supplier_1,supplier,0,reactive,852.62,,,,,,,,,,,,,8
62,2026-01-15 21:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
62,2026-01-15 21:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,52.94,,,,,,,,,8
62,2026-01-15 21:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
62,2026-01-15 21:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,15.75,10.77,0.0,8
63,2026-01-15 21:45,supplier_1,supplier,0,reactive,851.51,,,,,,,,,,,,,8
63,2026-01-15 21:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
63,2026-01-15 21:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,55.92,,,,,,,,,8
63,2026-01-15 21:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
63,2026-01-15 21:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,16.0,10.77,0.0,8
64,2026-01-15 22:00,supplier_1,supplier,0,reactive,850.87,,,,,,,,,,,,,8
64,2026-01-15 22:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
64,2026-01-15 22:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,45.64,,,,,,,,,8
64,2026-01-15 22:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
64,2026-01-15 22:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,16.25,10.77,0.0,8
65,2026-01-15 22:15,supplier_1,supplier,0,reactive,850.07,,,,,,,,,,,,,8
65,2026-01-15 22:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
65,2026-01-15 22:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,48.63,,,,,,,,,8
65,2026-01-15 22:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
65,2026-01-15 22:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,16.5,10.77,0.0,8
66,2026-01-15 22:30,supplier_1,supplier,0,reactive,848.87,,,,,,,,,,,,,8
66,2026-01-15 22:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
66,2026-01-15 22:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,51.83,,,,,,,,,8
66,2026-01-15 22:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
66,2026-01-15 22:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,16.75,10.77,0.0,8
67,2026-01-15 22:45,supplier_1,supplier,0,reactive,848.1,,,,,,,,,,,,,8
67,2026-01-15 22:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
67,2026-01-15 22:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,55.06,,,,,,,,,8
67,2026-01-15 22:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
67,2026-01-15 22:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,17.0,10.77,0.0,8
68,2026-01-15 23:00,supplier_1,supplier,0,reactive,847.28,,,,,,,,,,,,,8
68,2026-01-15 23:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
68,2026-01-15 23:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,44.82,,,,,,,,,8
68,2026-01-15 23:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
68,2026-01-15 23:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,17.25,10.77,0.0,8
69,2026-01-15 23:15,supplier_1,supplier,0,reactive,846.59,,,,,,,,,,,,,8
69,2026-01-15 23:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
69,2026-01-15 23:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,47.71,,,,,,,,,8
69,2026-01-15 23:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
69,2026-01-15 23:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,17.5,10.77,0.0,8
70,2026-01-15 23:30,supplier_1,supplier,0,reactive,846.04,,,,,,,,,,,,,8
70,2026-01-15 23:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
70,2026-01-15 23:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,50.63,,,,,,,,,8
70,2026-01-15 23:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
70,2026-01-15 23:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,17.75,10.77,0.0,8
71,2026-01-15 23:45,supplier_1,supplier,0,reactive,845.18,,,,,,,,,,,,,8
71,2026-01-15 23:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
71,2026-01-15 23:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,53.84,,,,,,,,,8
71,2026-01-15 23:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
71,2026-01-15 23:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,18.0,10.77,0.0,8
72,2026-01-16 00:00,supplier_1,supplier,0,reactive,844.61,,,,,,,,,,,,,8
72,2026-01-16 00:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
72,2026-01-16 00:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,43.41,,,,,,,,,8
72,2026-01-16 00:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
72,2026-01-16 00:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,18.25,10.77,0.0,8
73,2026-01-16 00:15,supplier_1,supplier,0,reactive,843.9,,,,,,,,,,,,,8
73,2026-01-16 00:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
73,2026-01-16 00:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,46.65,,,,,,,,,8
73,2026-01-16 00:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
73,2026-01-16 00:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,18.5,10.77,0.0,8
74,2026-01-16 00:30,supplier_1,supplier,0,reactive,842.81,,,,,,,,,,,,,8
74,2026-01-16 00:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
74,2026-01-16 00:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,49.68,,,,,,,,,8
74,2026-01-16 00:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
74,2026-01-16 00:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,18.75,10.77,0.0,8
75,2026-01-16 00:45,supplier_1,supplier,0,reactive,842.13,,,,,,,,,,,,,8
75,2026-01-16 00:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
75,2026-01-16 00:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,52.78,,,,,,,,,8
75,2026-01-16 00:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
75,2026-01-16 00:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,19.0,10.77,0.0,8
76,2026-01-16 01:00,supplier_1,supplier,0,reactive,840.96,,,,,,,,,,,,,8
76,2026-01-16 01:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
76,2026-01-16 01:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,42.23,,,,,,,,,8
76,2026-01-16 01:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
76,2026-01-16 01:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,19.25,10.77,0.0,8
77,2026-01-16 01:15,supplier_1,supplier,0,reactive,839.94,,,,,,,,,,,,,8
77,2026-01-16 01:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
77,2026-01-16 01:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,45.46,,,,,,,,,8
77,2026-01-16 01:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
77,2026-01-16 01:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,19.5,10.77,0.0,8
78,2026-01-16 01:30,supplier_1,supplier,0,reactive,838.49,,,,,,,,,,,,,8
78,2026-01-16 01:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
78,2026-01-16 01:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,48.64,,,,,,,,,8
78,2026-01-16 01:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
78,2026-01-16 01:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,19.75,10.77,0.0,8
79,2026-01-16 01:45,supplier_1,supplier,0,reactive,837.28,,,,,,,,,,,,,8
79,2026-01-16 01:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
79,2026-01-16 01:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,51.51,,,,,,,,,8
79,2026-01-16 01:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
79,2026-01-16 01:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,20.0,10.77,0.0,8
80,2026-01-16 02:00,supplier_1,supplier,0,reactive,836.52,,,,,,,,,,,,,8
80,2026-01-16 02:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
80,2026-01-16 02:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,40.95,,,,,,,,,8
80,2026-01-16 02:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
80,2026-01-16 02:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,20.25,10.77,0.0,8
81,2026-01-16 02:15,supplier_1,supplier,0,reactive,835.25,,,,,,,,,,,,,8
81,2026-01-16 02:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
81,2026-01-16 02:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,44.02,,,,,,,,,8
81,2026-01-16 02:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
81,2026-01-16 02:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,20.5,10.77,0.0,8
82,2026-01-16 02:30,supplier_1,supplier,0,reactive,834.68,,,,,,,,,,,,,8
82,2026-01-16 02:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
82,2026-01-16 02:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,46.95,,,,,,,,,8
82,2026-01-16 02:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
82,2026-01-16 02:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,20.75,10.77,0.0,8
83,2026-01-16 02:45,supplier_1,supplier,0,reactive,834.08,,,,,,,,,,,,,8
83,2026-01-16 02:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
83,2026-01-16 02:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,49.9,,,,,,,,,8
83,2026-01-16 02:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
83,2026-01-16 02:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,21.0,10.77,0.0,8
84,2026-01-16 03:00,supplier_1,supplier,0,reactive,832.63,,,,,,,,,,,,,8
84,2026-01-16 03:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
84,2026-01-16 03:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,39.39,,,,,,,,,8
84,2026-01-16 03:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
84,2026-01-16 03:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,21.25,10.77,0.0,8
85,2026-01-16 03:15,supplier_1,supplier,0,reactive,831.72,,,,,,,,,,,,,8
85,2026-01-16 03:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
85,2026-01-16 03:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,42.46,,,,,,,,,8
85,2026-01-16 03:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
85,2026-01-16 03:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,21.5,10.77,0.0,8
86,2026-01-16 03:30,supplier_1,supplier,0,reactive,830.39,,,,,,,,,,,,,8
86,2026-01-16 03:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
86,2026-01-16 03:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,45.31,,,,,,,,,8
86,2026-01-16 03:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
86,2026-01-16 03:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,21.75,10.77,0.0,8
87,2026-01-16 03:45,supplier_1,supplier,0,reactive,829.11,,,,,,,,,,,,,8
87,2026-01-16 03:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
87,2026-01-16 03:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,48.28,,,,,,,,,8
87,2026-01-16 03:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
87,2026-01-16 03:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,22.0,10.77,0.0,8
88,2026-01-16 04:00,supplier_1,supplier,0,reactive,828.17,,,,,,,,,,,,,8
88,2026-01-16 04:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
88,2026-01-16 04:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,37.91,,,,,,,,,8
88,2026-01-16 04:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
88,2026-01-16 04:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,22.25,10.77,0.0,8
89,2026-01-16 04:15,supplier_1,supplier,0,reactive,826.99,,,,,,,,,,,,,8
89,2026-01-16 04:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
89,2026-01-16 04:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,40.71,,,,,,,,,8
89,2026-01-16 04:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
89,2026-01-16 04:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,22.5,10.77,0.0,8
90,2026-01-16 04:30,supplier_1,supplier,0,reactive,825.84,,,,,,,,,,,,,8
90,2026-01-16 04:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
90,2026-01-16 04:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,43.62,,,,,,,,,8
90,2026-01-16 04:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
90,2026-01-16 04:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,22.75,10.77,0.0,8
91,2026-01-16 04:45,supplier_1,supplier,0,reactive,824.45,,,,,,,,,,,,,8
91,2026-01-16 04:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
91,2026-01-16 04:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,46.82,,,,,,,,,8
91,2026-01-16 04:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
91,2026-01-16 04:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,23.0,10.77,0.0,8
92,2026-01-16 05:00,supplier_1,supplier,0,reactive,823.87,,,,,,,,,,,,,8
92,2026-01-16 05:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
92,2026-01-16 05:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,49.62,,,,,,,,,8
92,2026-01-16 05:00,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
92,2026-01-16 05:00,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,23.25,10.77,0.0,8
93,2026-01-16 05:15,supplier_1,supplier,0,reactive,822.48,,,,,,,,,,,,,8
93,2026-01-16 05:15,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
93,2026-01-16 05:15,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,52.44,,,,,,,,,8
93,2026-01-16 05:15,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
93,2026-01-16 05:15,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,23.5,10.77,0.0,8
94,2026-01-16 05:30,supplier_1,supplier,0,reactive,821.26,,,,,,,,,,,,,8
94,2026-01-16 05:30,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
94,2026-01-16 05:30,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,55.56,,,,,,,,,8
94,2026-01-16 05:30,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
94,2026-01-16 05:30,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,23.75,10.77,0.0,8
95,2026-01-16 05:45,supplier_1,supplier,0,reactive,820.55,,,,,,,,,,,,,8
95,2026-01-16 05:45,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
95,2026-01-16 05:45,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,58.47,,,,,,,,,8
95,2026-01-16 05:45,wholesaler_1,wholesaler,1,reactive,,,,,,0.0,10.2,,,,,,,8
95,2026-01-16 05:45,retail_1,retail,1,reactive,,,,,,,,0.0,30.0,1.0,24.0,10.77,0.0,8
96,2026-01-16 06:00,supplier_1,supplier,0,reactive,819.66,,,,,,,,,,,,,8
96,2026-01-16 06:00,farm_1,farm,1,reactive,,747.0,0.0249,,,,,,,,,,,8
96,2026-01-16 06:00,slaughterhouse_1,slaughterhouse,1,reactive,,,,109.0,48.22,,,,,,,,,8
